,H,B,tw,tf,A,Z
6163,650,200,22,19,21064,3621455.081
6164,650,200,22,22,22132,3926150.552
6165,650,200,22,25,23200,4224871.795
6166,650,200,22,28,24268,4517677.961
6167,650,200,22,32,25692,4898987.188
6168,650,200,22,36,27116,5270026.088
6169,650,200,22,40,28540,5630934.872
6211,650,250,9,12,11634,2444996.252
6212,650,250,9,16,13562,3018782.894
6213,650,250,9,19,15008,3439488.808
6214,650,250,9,22,16454,3852025.934
6215,650,250,9,25,17900,4256474.359
6216,650,250,9,28,19346,4652914.168
6217,650,250,9,32,21274,5169181.155
6218,650,250,9,36,23202,5671542.812
6219,650,250,9,40,25130,6160188.974
6221,650,250,12,12,13512,2633699.618
6222,650,250,12,16,15416,3200343.688
6223,650,250,12,19,16844,3615812.599
6224,650,250,12,22,18272,4023214.408
6225,650,250,12,25,19700,4422628.205
6226,650,250,12,28,21128,4814133.079
6227,650,250,12,32,23032,5323973.506
6228,650,250,12,36,24936,5820081.698
6229,650,250,12,40,26840,6302645.128
6231,650,250,14,12,14764,2759501.863
6232,650,250,14,16,16652,3321384.217
6233,650,250,14,19,18068,3733361.793
6234,650,250,14,22,19484,4137340.057
6235,650,250,14,25,20900,4533397.436
6236,650,250,14,28,22316,4921612.353
6237,650,250,14,32,24204,5427168.406
6238,650,250,14,36,26092,5919107.623
6239,650,250,14,40,27980,6397615.897
6241,650,250,16,12,16016,2885304.107
6242,650,250,16,16,17888,3442424.747
6243,650,250,16,19,19292,3850910.987
6244,650,250,16,22,20696,4251465.707
6245,650,250,16,25,22100,4644166.667
6246,650,250,16,28,23504,5029091.627
6247,650,250,16,32,25376,5530363.307
6248,650,250,16,36,27248,6018133.547
6249,650,250,16,40,29120,6492586.667
6251,650,250,19,12,17894,3074007.473
6252,650,250,19,16,19742,3623985.541
6253,650,250,19,19,21128,4027234.777
6254,650,250,19,22,22514,4422654.181
6255,650,250,19,25,23900,4810320.513
6256,650,250,19,28,25286,5190310.537
6257,650,250,19,32,27134,5685155.657
6258,650,250,19,36,28982,6166672.433
6259,650,250,19,40,30830,6635042.821
6261,650,250,22,12,19772,3262710.839
6262,650,250,22,16,21596,3805546.334
6263,650,250,22,19,22964,4203558.568
6264,650,250,22,22,24332,4593842.654
6265,650,250,22,25,25700,4976474.359
6266,650,250,22,28,27068,5351529.448
6267,650,250,22,32,28892,5839948.008
6268,650,250,22,36,30716,6315211.319
6269,650,250,22,40,32540,6777498.974
6311,650,300,9,12,12834,2820773.483
6312,650,300,9,16,15162,3513602.997
6313,650,300,9,19,16908,4021592.295
6314,650,300,9,22,18654,4519718.037
6315,650,300,9,25,20400,5008076.923
6316,650,300,9,28,22146,5486765.655
6317,650,300,9,32,24474,6110141.975
6318,650,300,9,36,26802,6716728.043
6319,650,300,9,40,29130,7306753.077
6321,650,300,12,12,14712,3009476.849
6322,650,300,12,16,17016,3695163.791
6323,650,300,12,19,18744,4197916.086
6324,650,300,12,22,20472,4690906.511
6325,650,300,12,25,22200,5174230.769
6326,650,300,12,28,23928,5647984.566
6327,650,300,12,32,26232,6264934.326
6328,650,300,12,36,28536,6865266.929
6329,650,300,12,40,30840,7449209.231
6331,650,300,14,12,15964,3135279.093
6332,650,300,14,16,18252,3816204.32
6333,650,300,14,19,19968,4315465.28
6334,650,300,14,22,21684,4805032.16
6335,650,300,14,25,23400,5285000
6336,650,300,14,28,25116,5755463.84
6337,650,300,14,32,27404,6368129.227
6338,650,300,14,36,29692,6964292.853
6339,650,300,14,40,31980,7544180
6341,650,300,16,12,17216,3261081.337
6342,650,300,16,16,19488,3937244.849
6343,650,300,16,19,21192,4433014.474
6344,650,300,16,22,22896,4919157.809
6345,650,300,16,25,24600,5395769.231
6346,650,300,16,28,26304,5862943.114
6347,650,300,16,32,28576,6471324.127
6348,650,300,16,36,30848,7063318.777
6349,650,300,16,40,33120,7639150.769
6351,650,300,19,12,19094,3449784.704
6352,650,300,19,16,21342,4118805.643
6353,650,300,19,19,23028,4609338.265
6354,650,300,19,22,24714,5090346.283
6355,650,300,19,25,26400,5561923.077
6356,650,300,19,28,28086,6024162.025
6357,650,300,19,32,30334,6626116.478
6358,650,300,19,36,32582,7211857.664
6359,650,300,19,40,34830,7781606.923
6361,650,300,22,12,20972,3638488.07
6362,650,300,22,16,23196,4300366.437
6363,650,300,22,19,24864,4785662.055
6364,650,300,22,22,26532,5261534.757
6365,650,300,22,25,28200,5728076.923
6366,650,300,22,28,29868,6185380.935
6367,650,300,22,32,32092,6780908.829
6368,650,300,22,36,34316,7360396.55
6369,650,300,22,40,36540,7924063.077
6411,650,350,9,12,14034,3196550.714
6412,650,350,9,16,16762,4008423.099
6413,650,350,9,19,18808,4603695.783
6414,650,350,9,22,20854,5187410.139
6415,650,350,9,25,22900,5759679.487
6416,650,350,9,28,24946,6320617.143
6417,650,350,9,32,27674,7051102.796
6418,650,350,9,36,30402,7761913.274
6419,650,350,9,40,33130,8453317.179
6421,650,350,12,12,15912,3385254.08
6422,650,350,12,16,18616,4189983.893
6423,650,350,12,19,20644,4780019.573
6424,650,350,12,22,22672,5358598.613
6425,650,350,12,25,24700,5925833.333
6426,650,350,12,28,26728,6481836.053
6427,650,350,12,32,29432,7205895.147
6428,650,350,12,36,32136,7910452.16
6429,650,350,12,40,34840,8595773.333
6431,650,350,14,12,17164,3511056.324
6432,650,350,14,16,19852,4311024.423
6433,650,350,14,19,21868,4897568.767
6434,650,350,14,22,23884,5472724.263
6435,650,350,14,25,25900,6036602.564
6436,650,350,14,28,27916,6589315.327
6437,650,350,14,32,30604,7309090.047
6438,650,350,14,36,33292,8009478.084
6439,650,350,14,40,35980,8690744.103
6441,650,350,16,12,18416,3636858.568
6442,650,350,16,16,21088,4432064.952
6443,650,350,16,19,23092,5015117.961
6444,650,350,16,22,25096,5586849.912
6445,650,350,16,25,27100,6147371.795
6446,650,350,16,28,29104,6696794.601
6447,650,350,16,32,31776,7412284.948
6448,650,350,16,36,34448,8108504.008
6449,650,350,16,40,37120,8785714.872
6451,650,350,19,12,20294,3825561.934
6452,650,350,19,16,22942,4613625.746
6453,650,350,19,19,24928,5191441.752
6454,650,350,19,22,26914,5758038.386
6455,650,350,19,25,28900,6313525.641
6456,650,350,19,28,30886,6858013.512
6457,650,350,19,32,33534,7567077.298
6458,650,350,19,36,36182,8257042.894
6459,650,350,19,40,38830,8928171.026
6461,650,350,22,12,22172,4014265.301
6462,650,350,22,16,24796,4795186.539
6463,650,350,22,19,26764,5367765.543
6464,650,350,22,22,28732,5929226.859
6465,650,350,22,25,30700,6479679.487
6466,650,350,22,28,32668,7019232.423
6467,650,350,22,32,35292,7721869.649
6468,650,350,22,36,37916,8405581.781
6469,650,350,22,40,40540,9070627.179
6511,650,400,9,12,15234,3572327.945
6512,650,400,9,16,18362,4503243.202
6513,650,400,9,19,20708,5185799.27
6514,650,400,9,22,23054,5855102.242
6515,650,400,9,25,25400,6511282.051
6516,650,400,9,28,27746,7154468.63
6517,650,400,9,32,30874,7992063.616
6518,650,400,9,36,34002,8807098.505
6519,650,400,9,40,37130,9599881.282
6521,650,400,12,12,17112,3761031.311
6522,650,400,12,16,20216,4684803.996
6523,650,400,12,19,22544,5362123.061
6524,650,400,12,22,24872,6026290.716
6525,650,400,12,25,27200,6677435.897
6526,650,400,12,28,29528,7315687.541
6527,650,400,12,32,32632,8146855.967
6528,650,400,12,36,35736,8955637.391
6529,650,400,12,40,38840,9742337.436
6531,650,400,14,12,18364,3886833.555
6532,650,400,14,16,21452,4805844.525
6533,650,400,14,19,23768,5479672.254
6534,650,400,14,22,26084,6140416.365
6535,650,400,14,25,28400,6788205.128
6536,650,400,14,28,30716,7423166.814
6537,650,400,14,32,33804,8250050.868
6538,650,400,14,36,36892,9054663.315
6539,650,400,14,40,39980,9837308.205
6541,650,400,16,12,19616,4012635.799
6542,650,400,16,16,22688,4926885.054
6543,650,400,16,19,24992,5597221.448
6544,650,400,16,22,27296,6254542.014
6545,650,400,16,25,29600,6898974.359
6546,650,400,16,28,31904,7530646.088
6547,650,400,16,32,34976,8353245.768
6548,650,400,16,36,38048,9153689.239
6549,650,400,16,40,41120,9932278.974
6551,650,400,19,12,21494,4201339.165
6552,650,400,19,16,24542,5108445.848
6553,650,400,19,19,26828,5773545.239
6554,650,400,19,22,29114,6425730.488
6555,650,400,19,25,31400,7065128.205
6556,650,400,19,28,33686,7691864.999
6557,650,400,19,32,36734,8508038.119
6558,650,400,19,36,39782,9302228.125
6559,650,400,19,40,42830,10074735.13
6561,650,400,22,12,23372,4390042.531
6562,650,400,22,16,26396,5290006.642
6563,650,400,22,19,28664,5949869.03
6564,650,400,22,22,30932,6596918.962
6565,650,400,22,25,33200,7231282.051
6566,650,400,22,28,35468,7853083.91
6567,650,400,22,32,38492,8662830.47
6568,650,400,22,36,41516,9450767.011
6569,650,400,22,40,44540,10217191.28
7111,700,200,9,12,10884,2285020.663
7112,700,200,9,16,12412,2777898.164
7113,700,200,9,19,13558,3139893.37
7114,700,200,9,22,14704,3495385.844
7115,700,200,9,25,15850,3844434.524
7116,700,200,9,28,16996,4187098.347
7117,700,200,9,32,18524,4634153.31
7118,700,200,9,36,20052,5070101.897
7119,700,200,9,40,21580,5495083.81
7121,700,200,12,12,12912,2505674.789
7122,700,200,12,16,14416,2990810.758
7123,700,200,12,19,15544,3347120.175
7124,700,200,12,22,16672,3697028.998
7125,700,200,12,25,17800,4040595.238
7126,700,200,12,28,18928,4377876.907
7127,700,200,12,32,20432,4817910.065
7128,700,200,12,36,21936,5247011.291
7129,700,200,12,40,23440,5665318.095
7131,700,200,14,12,14264,2652777.539
7132,700,200,14,16,15752,3132752.488
7133,700,200,14,19,16868,3485271.379
7134,700,200,14,22,17984,3831457.768
7135,700,200,14,25,19100,4171369.048
7136,700,200,14,28,20216,4505062.613
7137,700,200,14,32,21704,4940414.568
7138,700,200,14,36,23192,5364950.888
7139,700,200,14,40,24680,5778807.619
7141,700,200,16,12,15616,2799880.29
7142,700,200,16,16,17088,3274694.217
7143,700,200,16,19,18192,3623422.583
7144,700,200,16,22,19296,3965886.537
7145,700,200,16,25,20400,4302142.857
7146,700,200,16,28,21504,4632248.32
7147,700,200,16,32,22976,5062919.07
7148,700,200,16,36,24448,5482890.484
7149,700,200,16,40,25920,5892297.143
7151,700,200,19,12,17644,3020534.415
7152,700,200,19,16,19092,3487606.811
7153,700,200,19,19,20178,3830649.389
7154,700,200,19,22,21264,4167529.691
7155,700,200,19,25,22350,4498303.571
7156,700,200,19,28,23436,4823026.88
7157,700,200,19,32,24884,5246675.825
7158,700,200,19,36,26332,5659799.878
7159,700,200,19,40,27780,6062531.429
7161,700,200,22,12,19672,3241188.541
7162,700,200,22,16,21096,3700519.406
7163,700,200,22,19,22164,4037876.194
7164,700,200,22,22,23232,4369172.846
7165,700,200,22,25,24300,4694464.286
7166,700,200,22,28,25368,5013805.44
7167,700,200,22,32,26792,5430432.579
7168,700,200,22,36,28216,5836709.272
7169,700,200,22,40,29640,6232765.714
7211,700,250,9,12,12084,2690785.234
7212,700,250,9,16,14012,3312688.259
7213,700,250,9,19,15458,3769446.608
7214,700,250,9,22,16904,4217999.939
7215,700,250,9,25,18350,4658422.619
7216,700,250,9,28,19796,5090789.013
7217,700,250,9,32,21724,5654874.072
7218,700,250,9,36,23652,6204945.326
7219,700,250,9,40,25580,6741179.048
7221,700,250,12,12,14112,2911439.36
7222,700,250,12,16,16016,3525600.853
7223,700,250,12,19,17444,3976673.413
7224,700,250,12,22,18872,4419643.093
7225,700,250,12,25,20300,4854583.333
7226,700,250,12,28,21728,5281567.573
7227,700,250,12,32,23632,5838630.827
7228,700,250,12,36,25536,6381854.72
7229,700,250,12,40,27440,6911413.333
7231,700,250,14,12,15464,3058542.11
7232,700,250,14,16,17352,3667542.583
7233,700,250,14,19,18768,4114824.617
7234,700,250,14,22,20184,4554071.863
7235,700,250,14,25,21600,4985357.143
7236,700,250,14,28,23016,5408753.28
7237,700,250,14,32,24904,5961135.33
7238,700,250,14,36,26792,6499794.316
7239,700,250,14,40,28680,7024902.857
7241,700,250,16,12,16816,3205644.861
7242,700,250,16,16,18688,3809484.312
7243,700,250,16,19,20092,4252975.821
7244,700,250,16,22,21496,4688500.632
7245,700,250,16,25,22900,5116130.952
7246,700,250,16,28,24304,5535938.987
7247,700,250,16,32,26176,6083639.832
7248,700,250,16,36,28048,6617733.912
7249,700,250,16,40,29920,7138392.381
7251,700,250,19,12,18844,3426298.987
7252,700,250,19,16,20692,4022396.907
7253,700,250,19,19,22078,4460202.627
7254,700,250,19,22,23464,4890143.787
7255,700,250,19,25,24850,5312291.667
7256,700,250,19,28,26236,5726717.547
7257,700,250,19,32,28084,6267396.587
7258,700,250,19,36,29932,6794643.307
7259,700,250,19,40,31780,7308626.667
7261,700,250,22,12,20872,3646953.112
7262,700,250,22,16,22696,4235309.501
7263,700,250,22,19,24064,4667429.432
7264,700,250,22,22,25432,5091786.941
7265,700,250,22,25,26800,5508452.381
7266,700,250,22,28,28168,5917496.107
7267,700,250,22,32,29992,6451153.341
7268,700,250,22,36,31816,6971552.701
7269,700,250,22,40,33640,7478860.952
7311,700,300,9,12,13284,3096549.806
7312,700,300,9,16,15612,3847478.354
7313,700,300,9,19,17358,4398999.846
7314,700,300,9,22,19104,4940614.034
7315,700,300,9,25,20850,5472410.714
7316,700,300,9,28,22596,5994479.68
7317,700,300,9,32,24924,6675594.834
7318,700,300,9,36,27252,7339788.754
7319,700,300,9,40,29580,7987274.286
7321,700,300,12,12,15312,3317203.931
7322,700,300,12,16,17616,4060390.949
7323,700,300,12,19,19344,4606226.651
7324,700,300,12,22,21072,5142257.189
7325,700,300,12,25,22800,5668571.429
7326,700,300,12,28,24528,6185258.24
7327,700,300,12,32,26832,6859351.589
7328,700,300,12,36,29136,7516698.149
7329,700,300,12,40,31440,8157508.571
7331,700,300,14,12,16664,3464306.682
7332,700,300,14,16,18952,4202332.678
7333,700,300,14,19,20668,4744377.855
7334,700,300,14,22,22384,5276685.958
7335,700,300,14,25,24100,5799345.238
7336,700,300,14,28,25816,6312443.947
7337,700,300,14,32,28104,6981856.091
7338,700,300,14,36,30392,7634637.745
7339,700,300,14,40,32680,8270998.095
7341,700,300,16,12,18016,3611409.432
7342,700,300,16,16,20288,4344274.408
7343,700,300,16,19,21992,4882529.059
7344,700,300,16,22,23696,5411114.728
7345,700,300,16,25,25400,5930119.048
7346,700,300,16,28,27104,6439629.653
7347,700,300,16,32,29376,7104360.594
7348,700,300,16,36,31648,7752577.341
7349,700,300,16,40,33920,8384487.619
7351,700,300,19,12,20044,3832063.558
7352,700,300,19,16,22292,4557187.002
7353,700,300,19,19,23978,5089755.865
7354,700,300,19,22,25664,5612757.882
7355,700,300,19,25,27350,6126279.762
7356,700,300,19,28,29036,6630408.213
7357,700,300,19,32,31284,7288117.349
7358,700,300,19,36,33532,7929486.735
7359,700,300,19,40,35780,8554721.905
7361,700,300,22,12,22072,4052717.684
7362,700,300,22,16,24296,4770099.596
7363,700,300,22,19,25964,5296982.67
7364,700,300,22,22,27632,5814401.036
7365,700,300,22,25,29300,6322440.476
7366,700,300,22,28,30968,6821186.773
7367,700,300,22,32,33192,7471874.103
7368,700,300,22,36,35416,8106396.13
7369,700,300,22,40,37640,8724956.19
7411,700,350,9,12,14484,3502314.377
7412,700,350,9,16,17212,4382268.45
7413,700,350,9,19,19258,5028553.084
7414,700,350,9,22,21304,5663228.13
7415,700,350,9,25,23350,6286398.81
7416,700,350,9,28,25396,6898170.347
7417,700,350,9,32,28124,7696315.596
7418,700,350,9,36,30852,8474632.183
7419,700,350,9,40,33580,9233369.524
7421,700,350,12,12,16512,3722968.503
7422,700,350,12,16,19216,4595181.044
7423,700,350,12,19,21244,5235779.89
7424,700,350,12,22,23272,5864871.284
7425,700,350,12,25,25300,6482559.524
7426,700,350,12,28,27328,7088948.907
7427,700,350,12,32,30032,7880072.35
7428,700,350,12,36,32736,8651541.577
7429,700,350,12,40,35440,9403603.81
7431,700,350,14,12,17864,3870071.253
7432,700,350,14,16,20552,4737122.773
7433,700,350,14,19,22568,5373931.093
7434,700,350,14,22,24584,5999300.053
7435,700,350,14,25,26600,6613333.333
7436,700,350,14,28,28616,7216134.613
7437,700,350,14,32,31304,8002576.853
7438,700,350,14,36,33992,8769481.173
7439,700,350,14,40,36680,9517093.333
7441,700,350,16,12,19216,4017174.004
7442,700,350,16,16,21888,4879064.503
7443,700,350,16,19,23892,5512082.297
7444,700,350,16,22,25896,6133728.823
7445,700,350,16,25,27900,6744107.143
7446,700,350,16,28,29904,7343320.32
7447,700,350,16,32,32576,8125081.356
7448,700,350,16,36,35248,8887420.77
7449,700,350,16,40,37920,9630582.857
7451,700,350,19,12,21244,4237828.13
7452,700,350,19,16,23892,5091977.097
7453,700,350,19,19,25878,5719309.103
7454,700,350,19,22,27864,6335371.977
7455,700,350,19,25,29850,6940267.857
7456,700,350,19,28,31836,7534098.88
7457,700,350,19,32,34484,8308838.11
7458,700,350,19,36,37132,9064330.164
7459,700,350,19,40,39780,9800817.143
7461,700,350,22,12,23272,4458482.255
7462,700,350,22,16,25896,5304889.691
7463,700,350,22,19,27864,5926535.909
7464,700,350,22,22,29832,6537015.131
7465,700,350,22,25,31800,7136428.571
7466,700,350,22,28,33768,7724877.44
7467,700,350,22,32,36392,8492594.865
7468,700,350,22,36,39016,9241239.558
7469,700,350,22,40,41640,9971051.429
7511,700,400,9,12,15684,3908078.949
7512,700,400,9,16,18812,4917058.545
7513,700,400,9,19,21158,5658106.322
7514,700,400,9,22,23504,6385842.225
7515,700,400,9,25,25850,7100386.905
7516,700,400,9,28,28196,7801861.013
7517,700,400,9,32,31324,8717036.358
7518,700,400,9,36,34452,9609475.611
7519,700,400,9,40,37580,10479464.76
7521,700,400,12,12,17712,4128733.074
7522,700,400,12,16,20816,5129971.139
7523,700,400,12,19,23144,5865333.128
7524,700,400,12,22,25472,6587485.379
7525,700,400,12,25,27800,7296547.619
7526,700,400,12,28,30128,7992639.573
7527,700,400,12,32,33232,8900793.112
7528,700,400,12,36,36336,9786385.006
7529,700,400,12,40,39440,10649699.05
7531,700,400,14,12,19064,4275835.825
7532,700,400,14,16,22152,5271912.869
7533,700,400,14,19,24468,6003484.331
7534,700,400,14,22,26784,6721914.149
7535,700,400,14,25,29100,7427321.429
7536,700,400,14,28,31416,8119825.28
7537,700,400,14,32,34504,9023297.615
7538,700,400,14,36,37592,9904324.602
7539,700,400,14,40,40680,10763188.57
7541,700,400,16,12,20416,4422938.575
7542,700,400,16,16,23488,5413854.598
7543,700,400,16,19,25792,6141635.535
7544,700,400,16,22,28096,6856342.918
7545,700,400,16,25,30400,7558095.238
7546,700,400,16,28,32704,8247010.987
7547,700,400,16,32,35776,9145802.118
7548,700,400,16,36,38848,10022264.2
7549,700,400,16,40,41920,10876678.1
7551,700,400,19,12,22444,4643592.701
7552,700,400,19,16,25492,5626767.192
7553,700,400,19,19,27778,6348862.341
7554,700,400,19,22,30064,7057986.072
7555,700,400,19,25,32350,7754255.952
7556,700,400,19,28,34636,8437789.547
7557,700,400,19,32,37684,9329558.872
7558,700,400,19,36,40732,10199173.59
7559,700,400,19,40,43780,11046912.38
7561,700,400,22,12,24472,4864246.827
7562,700,400,22,16,27496,5839679.787
7563,700,400,22,19,29764,6556089.147
7564,700,400,22,22,32032,7259629.227
7565,700,400,22,25,34300,7950416.667
7566,700,400,22,28,36568,8628568.107
7567,700,400,22,32,39592,9513315.627
7568,700,400,22,36,42616,10376082.99
7569,700,400,22,40,45640,11217146.67
8111,750,200,9,12,11334,2508328.752
8112,750,200,9,16,12862,3039348.82
8113,750,200,9,19,14008,3429927.012
8114,750,200,9,22,15154,3813977.588
8115,750,200,9,25,16300,4191555.556
8116,750,200,9,28,17446,4562715.924
8117,750,200,9,32,18974,5047708.556
8118,750,200,9,36,20502,5521520.304
8119,750,200,9,40,22030,5984281.556
8121,750,200,12,12,13512,2763433.536
8122,750,200,12,16,15016,3286112.974
8123,750,200,12,19,16144,3670556.43
8124,750,200,12,22,17272,4048574.798
8125,750,200,12,25,18400,4420222.222
8126,750,200,12,28,19528,4785552.846
8127,750,200,12,32,21032,5262927.794
8128,750,200,12,36,22536,5729297.472
8129,750,200,12,40,24040,6184790.222
8131,750,200,14,12,14964,2933503.392
8132,750,200,14,16,16452,3450622.411
8133,750,200,14,19,17568,3830976.043
8134,750,200,14,22,18684,4204972.939
8135,750,200,14,25,19800,4572666.667
8136,750,200,14,28,20916,4934110.795
8137,750,200,14,32,22404,5406407.285
8138,750,200,14,36,23892,5867815.584
8139,750,200,14,40,25380,6318462.667
8141,750,200,16,12,16416,3103573.248
8142,750,200,16,16,17888,3615131.847
8143,750,200,16,19,18992,3991395.655
8144,750,200,16,22,20096,4361371.079
8145,750,200,16,25,21200,4725111.111
8146,750,200,16,28,22304,5082668.743
8147,750,200,16,32,23776,5549886.777
8148,750,200,16,36,25248,6006333.696
8149,750,200,16,40,26720,6452135.111
8151,750,200,19,12,18594,3358678.032
8152,750,200,19,16,20042,3861896.002
8153,750,200,19,19,21128,4232025.074
8154,750,200,19,22,22214,4595968.29
8155,750,200,19,25,23300,4953777.778
8156,750,200,19,28,24386,5305505.666
8157,750,200,19,32,25834,5765106.014
8158,750,200,19,36,27282,6214110.864
8159,750,200,19,40,28730,6652643.778
8161,750,200,22,12,20772,3613782.816
8162,750,200,22,16,22196,4108660.156
8163,750,200,22,19,23264,4472654.492
8164,750,200,22,22,24332,4830565.5
8165,750,200,22,25,25400,5182444.444
8166,750,200,22,28,26468,5528342.588
8167,750,200,22,32,27892,5980325.252
8168,750,200,22,36,29316,6421888.032
8169,750,200,22,40,30740,6853152.444
8211,750,250,9,12,12534,2944082.352
8212,750,250,9,16,14462,3614112.908
8213,750,250,9,19,15908,4106936.7
8214,750,250,9,22,17354,4591524.076
8215,750,250,9,25,18800,5067944.444
8216,750,250,9,28,20246,5536267.212
8217,750,250,9,32,22174,6148221.268
8218,750,250,9,36,24102,6746067.504
8219,750,250,9,40,26030,7329970.444
8221,750,250,12,12,14712,3199187.136
8222,750,250,12,16,16616,3860877.063
8223,750,250,12,19,18044,4347566.119
8224,750,250,12,22,19472,4826121.287
8225,750,250,12,25,20900,5296611.111
8226,750,250,12,28,22328,5759104.135
8227,750,250,12,32,24232,6363440.505
8228,750,250,12,36,26136,6953844.672
8229,750,250,12,40,28040,7530479.111
8231,750,250,14,12,16164,3369256.992
8232,750,250,14,16,18052,4025386.5
8233,750,250,14,19,19468,4507985.732
8234,750,250,14,22,20884,4982519.428
8235,750,250,14,25,22300,5449055.556
8236,750,250,14,28,23716,5907662.084
8237,750,250,14,32,25604,6506919.996
8238,750,250,14,36,27492,7092362.784
8239,750,250,14,40,29380,7664151.556
8241,750,250,16,12,17616,3539326.848
8242,750,250,16,16,19488,4189895.936
8243,750,250,16,19,20892,4668405.344
8244,750,250,16,22,22296,5138917.568
8245,750,250,16,25,23700,5601500
8246,750,250,16,28,25104,6056220.032
8247,750,250,16,32,26976,6650399.488
8248,750,250,16,36,28848,7230880.896
8249,750,250,16,40,30720,7797824
8251,750,250,19,12,19794,3794431.632
8252,750,250,19,16,21642,4436660.091
8253,750,250,19,19,23028,4909034.763
8254,750,250,19,22,24414,5373514.779
8255,750,250,19,25,25800,5830166.667
8256,750,250,19,28,27186,6279056.955
8257,750,250,19,32,29034,6865618.725
8258,750,250,19,36,30882,7438658.064
8259,750,250,19,40,32730,7998332.667
8261,750,250,22,12,21972,4049536.416
8262,750,250,22,16,23796,4683424.245
8263,750,250,22,19,25164,5149664.181
8264,750,250,22,22,26532,5608111.989
8265,750,250,22,25,27900,6058833.333
8266,750,250,22,28,29268,6501893.877
8267,750,250,22,32,31092,7080837.963
8268,750,250,22,36,32916,7646435.232
8269,750,250,22,40,34740,8198841.333
8311,750,300,9,12,13734,3379835.952
8312,750,300,9,16,16062,4188876.997
8313,750,300,9,19,17808,4783946.389
8314,750,300,9,22,19554,5369070.565
8315,750,300,9,25,21300,5944333.333
8316,750,300,9,28,23046,6509818.501
8317,750,300,9,32,25374,7248733.979
8318,750,300,9,36,27702,7970614.704
8319,750,300,9,40,30030,8675659.333
8321,750,300,12,12,15912,3634940.736
8322,750,300,12,16,18216,4435641.152
8323,750,300,12,19,19944,5024575.808
8324,750,300,12,22,21672,5603667.776
8325,750,300,12,25,23400,6173000
8326,750,300,12,28,25128,6732655.424
8327,750,300,12,32,27432,7463953.216
8328,750,300,12,36,29736,8178391.872
8329,750,300,12,40,32040,8876168
8331,750,300,14,12,17364,3805010.592
8332,750,300,14,16,19652,4600150.588
8333,750,300,14,19,21368,5184995.42
8334,750,300,14,22,23084,5760065.916
8335,750,300,14,25,24800,6325444.444
8336,750,300,14,28,26516,6881213.372
8337,750,300,14,32,28804,7607432.708
8338,750,300,14,36,31092,8316909.984
8339,750,300,14,40,33380,9009840.444
8341,750,300,16,12,18816,3975080.448
8342,750,300,16,16,21088,4764660.025
8343,750,300,16,19,22792,5345415.033
8344,750,300,16,22,24496,5916464.057
8345,750,300,16,25,26200,6477888.889
8346,750,300,16,28,27904,7029771.321
8347,750,300,16,32,30176,7750912.199
8348,750,300,16,36,32448,8455428.096
8349,750,300,16,40,34720,9143512.889
8351,750,300,19,12,20994,4230185.232
8352,750,300,19,16,23242,5011424.18
8353,750,300,19,19,24928,5586044.452
8354,750,300,19,22,26614,6151061.268
8355,750,300,19,25,28300,6706555.556
8356,750,300,19,28,29986,7252608.244
8357,750,300,19,32,32234,7966131.436
8358,750,300,19,36,34482,8663205.264
8359,750,300,19,40,36730,9344021.556
8361,750,300,22,12,23172,4485290.016
8362,750,300,22,16,25396,5258188.334
8363,750,300,22,19,27064,5826673.87
8364,750,300,22,22,28732,6385658.478
8365,750,300,22,25,30400,6935222.222
8366,750,300,22,28,32068,7475445.166
8367,750,300,22,32,34292,8181350.674
8368,750,300,22,36,36516,8870982.432
8369,750,300,22,40,38740,9544530.222
8411,750,350,9,12,14934,3815589.552
8412,750,350,9,16,17662,4763641.086
8413,750,350,9,19,19708,5460956.078
8414,750,350,9,22,21754,6146617.054
8415,750,350,9,25,23800,6820722.222
8416,750,350,9,28,25846,7483369.79
8417,750,350,9,32,28574,8349246.69
8418,750,350,9,36,31302,9195161.904
8419,750,350,9,40,34030,10021348.22
8421,750,350,12,12,17112,4070694.336
8422,750,350,12,16,19816,5010405.241
8423,750,350,12,19,21844,5701585.497
8424,750,350,12,22,23872,6381214.265
8425,750,350,12,25,25900,7049388.889
8426,750,350,12,28,27928,7706206.713
8427,750,350,12,32,30632,8564465.927
8428,750,350,12,36,33336,9402939.072
8429,750,350,12,40,36040,10221856.89
8431,750,350,14,12,18564,4240764.192
8432,750,350,14,16,21252,5174914.677
8433,750,350,14,19,23268,5862005.109
8434,750,350,14,22,25284,6537612.405
8435,750,350,14,25,27300,7201833.333
8436,750,350,14,28,29316,7854764.661
8437,750,350,14,32,32004,8707945.419
8438,750,350,14,36,34692,9541457.184
8439,750,350,14,40,37380,10355529.33
8441,750,350,16,12,20016,4410834.048
8442,750,350,16,16,22688,5339424.114
8443,750,350,16,19,24692,6022424.722
8444,750,350,16,22,26696,6694010.546
8445,750,350,16,25,28700,7354277.778
8446,750,350,16,28,30704,8003322.61
8447,750,350,16,32,33376,8851424.91
8448,750,350,16,36,36048,9679975.296
8449,750,350,16,40,38720,10489201.78
8451,750,350,19,12,22194,4665938.832
8452,750,350,19,16,24842,5586188.268
8453,750,350,19,19,26828,6263054.14
8454,750,350,19,22,28814,6928607.756
8455,750,350,19,25,30800,7582944.444
8456,750,350,19,28,32786,8226159.532
8457,750,350,19,32,35434,9066644.148
8458,750,350,19,36,38082,9887752.464
